information,price
"Графический контроллер: Radeon Vega; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.8 ГГц; Модель процессора: 5300U; ОС Windows: установлена; Операционная с",49999
"Графический контроллер: Radeon Vega; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.8 ГГц; Модель процессора: 5300U; ОС Windows: установлена; Операционная с",49999
"Графический контроллер: Radeon RX 6700M 10GB; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 8; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 5800H; ОС Windows: установлена;",139999
"Графический контроллер: Radeon RX 6700M 10GB; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 8; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 5800H; ОС Windows: установлена;",139999
"Графический контроллер: Radeon Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/2880x1800 пикс.; Количество ядер: 6; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 5600H; ОС Windows: установлена; Операцион",99999
"Графический контроллер: Radeon Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.0 ГГц; Модель процессора: 5500U; ОС Windows: установлена; Операционн",69999
"Графический контроллер: Radeon Graphics; Диагональ экрана: 11.6""(29.4 см); Диагональ/разрешение: 11.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.6 ГГц; Модель процессора: 3020e; ОС Windows: установлена; Операц",28999
"Графический контроллер: Intel UHD Graphics; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.5 ГГц; Модель: R565EA-BQ2091W; Модель процессора: 7505; ОС Windows: установлена; Операционная с",36999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Оп",47999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 10210U; ОС Windows: установлена; Оп",62999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 6 МБ; Максимальная тактовая частота: 3.6 ГГц; Модель процессора: 1035G1; ОС Windows: не установлена;",49999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Оп",54999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Оп",54999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.4 ГГц; Модель процессора: 1005G1; ОС Windows: установлена; Оп",42999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4500; ОС Windows: установлена; Опе",29999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 10210U; ОС Windows: установлена; Операц",54999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 3.9 ГГц; Матовый экран: Да; Модель процессора: 1065G7; ОС Windows:",54999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 6 МБ; Максимальная тактовая частота: 3.6 ГГц; Матовый экран: Да; Модель процессора: 1035G1; ОС Windows:",44999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.3 ГГц; Модель процессора: N6000; ОС Windows: установлена; Операци",32999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.3 ГГц; Модель процессора: N6000; ОС Windows: установлена; Операци",32999
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.5 ГГц; Матовый экран: Да; Модель процессора: 7505; ОС Windows: ус",27999
"Графический контроллер: Intel UHD Graphics 620; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 10110U; ОС Windows: установлена",44999
"Графический контроллер: Intel UHD Graphics 605; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.1 ГГц; Модель процессора: N5030; ОС Windows: установлена; Обратите внимание: Intel® Pentium",26999
"Графический контроллер: Intel UHD Graphics 605; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.1 ГГц; Модель процессора: N5030; ОС Windows: установлена;",33999
"Графический контроллер: Intel UHD Graphics 605; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.1 ГГц; Модель процессора: N5030; ОС Windows: установлена;",33999
"Графический контроллер: Intel UHD Graphics 605; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.1 ГГц; Модель процессора: N5030; ОС Windows: не установле",29999
"Графический контроллер: Intel UHD Graphics 605; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.1 ГГц; Модель процессора: N5030; ОС Windows: установлена; Опе",27999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",26999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",27999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: не установле",21999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: не установле",21999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14.1""(35.8 см); Диагональ/разрешение: 14.1""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель: NB264; Модель процессора: N4020; ОС Window",13999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14.1""(35.8 см); Диагональ/разрешение: 14.1""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",21999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14""(37 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена; Опера",25899
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Матовый экран: Да; Модель процессора: N4500; ОС Window",27999
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Матовый экран: Да; Модель процессора: N4020; ОС Windows",24899
"Графический контроллер: Intel Iris Xe Graphics; Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Операционная система: Windows 11 Д",64999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена",59999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена",69999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена",54999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 1165G7; ОС Windows: установлен",74899
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11320H; ОС Windows: установлена",94999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 14""(37 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Матовый экран: Да; Модель процессора: 1135G7; ОС Windows",84999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/2880x1800 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: установлена; Оп",69999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 13.9""(35.3 см); Диагональ/разрешение: 13.9""/3000х2000 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 1165G7; ОС Windows: установлен",99999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 13.9""(35.3 см); Диагональ/разрешение: 13.9""/3000х2000 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 1165G7; ОС Windows: установлен",99999
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 13.4""(34 см); Диагональ/разрешение: 13.4""/1920x1200 пикс.; Количество ядер: 12; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 1240P; ОС Windows: установлена;",129999
"Графический контроллер: Intel Iris Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель: MateBook; Модель процессора: i7-11370H; ОС W",99999
"Графический контроллер: Intel Iris Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель: MateBook; Модель процессора: i7-11370H; ОС W",94999
"Графический контроллер: Intel Iris Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель: MateBook; Модель процессора: i7-11370H; ОС W",99999
"Графический контроллер: Intel Iris Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель: MateBook; Модель процессора: i7-11370H; ОС W",99999
Графический контроллер: Intel HD Graphics; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 10100U; ОС Windows: установлена; Обратите внимание: Intel®Core® i3-10100U; Операционная система: Windows 11 Домашня,34999
"Графический контроллер: Intel HD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 10100U; ОС Windows: не установлена;",31999
"Графический контроллер: Intel HD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 10100U; ОС Windows: не установлена;",31999
"Графический контроллер: Intel HD Graphics 620; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 10110U; ОС Windows: установлена; Обратите внимание: Шарнир 180 гра",44999
"Графический контроллер: Intel HD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",29999
"Графический контроллер: Intel HD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",29999
"Графический контроллер: Intel HD Graphics 600; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",29999
"Графический контроллер: Intel HD Graphics 500; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.4 ГГц; Модель: NB256; Модель процессора: N3350; ОС Windows: уст",17999
"Графический контроллер: Intel HD Graphics 405; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель процессора: J3710; ОС Windows: установлена;",22999
Графический контроллер: GeForce RTX 3060 для ноутбуков 6GB; Количество ядер: 14; Кэш-память: 24 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель: CROSSHAIR 15 R6E B12UEZ-611RU; Модель процессора: 12700H; ОС Windows: установлена; Объем видеопамяти: 6 ГБ;,139999
"Графический контроллер: GeForce RTX 3050 для ноутбуков 4GB; Диагональ/разрешение: 17.3""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windows: не установлена; Объем видеопамят",99999
"Графический контроллер: GeForce RTX 3050 для ноутбуков 4GB; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: не установлена; Объем видеопамяти",69999
"Графический контроллер: GeForce RTX 3050 для ноутбуков 4GB; Диагональ экрана: 16""(40.6 см); Диагональ/разрешение: 16""/2560x1600 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: уст",89999
"Графический контроллер: GeForce RTX 3050 Ti для ноутбуков 4GB; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 11400H; ОС Windows: установлена; Объем видеопамят",79999
"Графический контроллер: GeForce RTX 3050 Ti для ноутбуков 4GB; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 11400H; ОС Windows: не установлена; Объем видеопа",79999
Графический контроллер: GeForce RTX 3050 Ti 4GB; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель: 82K1015TRK; Модель процессора: Intel Core i5-11300H; Объем видеопамяти: 4 ГБ; Операционная система: не установлена; Прои,89999
"Графический контроллер: GeForce MX450 2ГБ; Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель процессора: 1195G7; ОС Windows: установлена; Объем видеопамяти: 2 ГБ; Операционная",129999
"Графический контроллер: GeForce MX350 2ГБ; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Объ",55999
"Графический контроллер: GeForce MX350 2ГБ; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Объ",55999
"Графический контроллер: GeForce MX350 2ГБ; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 6 МБ; Максимальная тактовая частота: 3.6 ГГц; Модель процессора: 1035G1; ОС Windows: установлена; Объем в",59999
"Графический контроллер: GeForce MX350 2ГБ; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 6 МБ; Максимальная тактовая частота: 3.6 ГГц; Модель процессора: 1035G1; ОС Windows: установлена; Объем в",59999
"Графический контроллер: GeForce MX130 2ГБ; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3 ГГц; Модель процессора: 6805; ОС Windows: установлена; Объем в",37999
"Графический контроллер: GeForce MX130 2ГБ; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.0 ГГц; Модель процессора: 6805; ОС Windows: не установлена; Объ",31999
Графический контроллер: GeForce GTX 1650 4GB Max-Q; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель: 911 Air D; Модель процессора: 11260H; ОС Windows: не установлена; Объем видеопамяти: 4 ГБ; Операционная система: не,59999
"Графический контроллер: GeForce GTX 1650 4GB Max-Q; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windows: установлена; Объем видеопамяти: 4 ГБ; Оп",69999
"Графический контроллер: GeForce GTX 1650 4GB Max-Q; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windows: установлена; Объем видеопамяти: 4 ГБ; Оп",69999
"Графический контроллер: GeForce GTX 1650 4GB Max-Q; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windows: не установлена; Объем видеопамяти: 4 ГБ;",69999
"Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Pro 64; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС",109999
"Гарантия: 1 год; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/Intel/Core i9/GeForce RTX 3080 Ti для ноутбуков 8GB/32 ГБ/2 ТБ/Windows 11 Домашняя 64; Количество ядер: 14; Кэш-память: 24 МБ; Максимальная тактовая частота: 5.0 ГГц; Модель процессора: 12900H;",249999
"Гарантия: 1 год; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/Intel/Core i7/GeForce RTX 3070 Ti для ноутбуков 8GB/32 ГБ/1 ТБ/Windows 11 Домашняя 64; Количество ядер: 14; Кэш-память: 24 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 12700H;",199999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/3200x1800 пикс./IPS/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/128 ГБ/Windows 10 Домашняя; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.80 ГГц; Модель: NB280; Модель процессора: N4020; О",19999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Домашняя; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB268; Модель процессора: J3710; ОС Win",19999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Домашняя 64; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400Н;",94999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/Radeon/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель: A515-45; Модель процессора: 5500U; ОС Windows: устан",49999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/Radeon/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель: A515-45; Модель процессора: 5500U; ОС Windows: устан",49999
