information,price
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/1 ТБ/256 ГБ/не установлена; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; О",69999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/Radeon/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель: A515-45; Модель процессора: 5500U; ОС Windows: устан",49999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/GeForce GTX 1650 4GB/8 ГБ/256 ГБ/не установлена; Количество ядер: 12; Модель процессора: 12500H; ОС Windows: не установлена; Обратите внимание: производительная видеокарта; Опер",79999
"Версия ОС: 10 Home; Гарантия: 1 год; ЗД для отчета BI/BO: 14""/1920x1080 пикс./IPS/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/64 ГБ/Windows 10 Домашняя 64; Количество ядер: 2; Кэш-память: 4 МБ; Модель: EVE 14 C415; Модель процессора: N4020; ОС Windows: уста",15999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС Win",69999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС Win",89999
"Гарантия: 1 год; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/Intel/Core i7/GeForce RTX 3070 Ti для ноутбуков 8GB/32 ГБ/1 ТБ/Windows 11 Домашняя 64; Количество ядер: 14; Кэш-память: 24 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 12700H;",199999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i3/Intel HD Graphics 5500/8 ГБ/256 ГБ/Windows 10 Домашняя; Количество ядер: 2; Кэш-память: 3 МБ; Модель: NB510; Модель процессора: 5005U; ОС Windows: установлена; Операционная сист",26999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 3/Radeon Vega 3/8 ГБ/256 ГБ/Windows 11 Pro; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.5 ГГц; Модель: 15NBC1000; Модель процессора: 3200U; ОС Windows: ус",35999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB288; Модель процессора: J3710; ОС Windows: у",18999
"Гарантия: 1 год; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/Intel/Core i9/GeForce RTX 3080 Ti для ноутбуков 8GB/32 ГБ/2 ТБ/Windows 11 Домашняя 64; Количество ядер: 14; Кэш-память: 24 МБ; Максимальная тактовая частота: 5.0 ГГц; Модель процессора: 12900H;",249999
"Важная особенность: IPS экран; Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./IPS/Intel/Core i9/GeForce RTX 3070 Ti для ноутбуков 8GB/32 ГБ/1 ТБ/не установлена; Количество ядер: 14; Модель процессора: 12900H; ОС Windows: не установлена; Обрат",189999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/Windows 11 Домашняя 64; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H",79999
"Важная особенность: IPS экран; Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3070 Ti для ноутбуков 8GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 14; Модель процессора: 12700H; ОС Windows: не установлена; Обр",169999
"Гарантия: 1 год; ЗД для отчета BI/BO: 11.6""/1366x768 пикс./IPS/Intel/Celeron/Intel HD Graphics/4 ГБ/64 ГБ/Windows 10 Pro; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.4 ГГц; Модель: NB122; Модель процессора: N3350; ОС Windows: ус",15999
"Версия ОС: 10 Home; Гарантия: 1 год; ЗД для отчета BI/BO: 14""/1920x1080 пикс./IPS/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/64 ГБ/Windows 10 Домашняя 64; Количество ядер: 2; Кэш-память: 4 МБ; Модель: EVE 14 C415; Модель процессора: N4020; ОС Windows: уста",15999
"Гарантия: 1 год; ЗД для отчета BI/BO: 14""/1920x1080 пикс./IPS/Intel/Celeron/Intel HD Graphics 500/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.40 ГГц; Модель: NB284; Модель процессора: N3350; ОС Window",15999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/Radeon/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель: A515-45; Модель процессора: 5500U; ОС Windows: устан",49999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB288; Модель процессора: J3710; ОС Windows: у",18999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB287; Модель процессора: J3710; ОС Windows: у",18999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Домашняя; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB268; Модель процессора: J3710; ОС Win",19999
"Гарантия: 1 год; ЗД для отчета BI/BO: 11.6""/1366x768 пикс./IPS/Intel/Celeron/Intel HD Graphics/4 ГБ/64 ГБ/Windows 10 Pro; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.4 ГГц; Модель: NB122; Модель процессора: N3350; ОС Windows: ус",15999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС Win",69999
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/1 ТБ/256 ГБ/не установлена; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; О",69999
