information,price,notebook_id
"Ноутбук; Производитель: Acer. Операционная система: Windows 11 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.4; Количество ядер: 4; Тип виде",49999,469
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.3""; Яркость: 500; Разрешение экрана: 2560x1600
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.2; Количество ядер: 8; Тип видеокарты: Интегрирова",104999,470
"Ноутбук; Производитель: Honor. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 16.1""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 3.3; Количество ядер: 6; Тип",79999,471
"Игровой ноутбук; Производитель: MSI. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.7; Количество ядер: 6; Тип видеокар",99999,472
"Важная особенность: Экран с соотношением сторон 16:10; Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/1 ТБ/не установлена; Модель: 16ACH6H; Обратите в",159999,473
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.4 ГГц; Модель: R465JA-EK1430W; Модель процессора: 1005G1; ОС Wind",39999,474
"Ноутбук; Производитель: Haier. Операционная система: Windows 11 Домашняя; Диагональ экрана: 14.1""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип ви",21999,475
Важная особенность: Инновационная система охлаждения; Версия ОС: 10 Home; Количество ядер: 4; Кэш-память: 8 МБ; Модель: BDR-WFH9HN; Модель процессора: 1135G7; ОС Windows: установлена; Обратите внимание: Прочный металлический корпус; Операционная система:,64999,476
"Производитель: Lenovo. Ноутбук Lenovo ""IdeaPad 3 Gaming 15ACH6"" 82K2002GRK (Ryzen 7 5800H-3.20ГГц, 16ГБ, 512ГБ SSD, 6ГБ GFRTX3060, WiFi, BT, WebCam, 15.6"" 1920x1080, FreeDOS), черный",134384,477
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3050 Ti для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Модель процессора: 11800H; ОС Windows: не установлена",94999,478
"Ноутбук; Производитель: Honor. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4; Т",62999,479
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.5 ГГц;",109999,480
"Версия ОС: Windows 10 Home; Графический контроллер: Radeon; Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель процессора: 4500U; ОС Windows: установлена; Операционная система: Win",69999,481
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/Intel Iris Xe Graphics/16 ГБ/512 ГБ/Windows 11 Pro 64; Количество ядер: 10; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модел",114999,482
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4;",18999,483
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4; Тип видеокарты",19999,484
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Интегрированна",15999,485
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 11.6""/1366x768 пикс./TN/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/128 ГБ/Windows 11 Домашняя S-режим; Количество ядер: 2; Кэш-память: 4 МБ; Модель процессора: N4020; ОС Windows: ус",19999,486
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Графический процессор ядер: 8; Диагональ/разрешение: 13.6""/2560x1664 пикс.; ЗД для отчета BI/BO: 13.6""/2560x1664 пикс./IPS/Apple/M2/8 ГБ/256 ГБ/macOS; Количество ядер: 8; Модель: MLY13; Объем SSD: 256",109999,487
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/Intel Iris Xe Graphics/8 ГБ/512 ГБ/не установлена; Количество ядер: 10; Кэш-память: 12 МБ; Модель: 6K3C5EA; Модель процессора: 1235U; ОС Win",49999,488
"Ноутбук; Производитель: Digma. Операционная система: Windows 11; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 4; Тип видеокарты",29999,489
"Графический контроллер: Radeon Vega 5; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 4500U; ОС Windows: установлена; Обратите вни",59999,490
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип",25999,491
"Важная особенность: Продуманная система охлаждения; Гарантия: 1 год; ЗД для отчета BI/BO: 16.1""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш-память: 16 МБ; Модель: 16-e0151ur; ОС W",79999,492
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16""/2520x1680 пикс./IPS/Intel/Core i7/Intel Iris Xe Graphics/16 ГБ/1 ТБ/Windows 11 Домашняя; Количество ядер: 14; Кэш-память: 24 МБ; Модель процессора: 12700H; ОС Windows: установл",105999,493
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Тип матрицы: IPS; Производитель процессора: Apple; Количество ядер: 8; Тип видеокарты: Интегрированная; Производитель видеокарты: Apple; Модель видеокарты: Apple M2; Объем оперативной памяти: 8
Г",109999,494
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.1; Количество ядер: 2; Тип видеокарты: Инте",29999,495
"Графический контроллер: Radeon Vega; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.8 ГГц; Модель процессора: 5300U; ОС Windows: установлена; Операционная с",49999,496
"Игровой ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 15.6""; Соотношение сторон: 16:9; Яркость: 300; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель чипсета: Intel; Модель чипсета:",99999,497
"Важная особенность: Впечатляющий дизайн; Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/GeForce GTX 1650 Ti 4GB/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Обратите внимание: Новый уровень график",64999,498
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя в S-режиме; Диагональ экрана: 11.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер",24999,499
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 13.5""; Разрешение экрана: 3000x2000
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер:",17999,500
"Ноутбук; Производитель: Acer. Операционная система: Endless OS; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.8; Количество ядер: 4; Тип видеокарты: Дискретная; Произ",64999,501
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Core i3/Intel UHD Graphics/4 ГБ/1 ТБ/не установлена; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора:",29999,502
"Игровой ноутбук; Производитель: MSI. Операционная система: Windows 11; Диагональ экрана: 17.3""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS-level; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2; Количество ядер: 8; Тип",89999,503
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Оп",42999,504
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Домашняя 64; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400Н;",109999,505
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена",74999,506
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Оп",55999,507
"Важная особенность: IPS экран; Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3070 Ti для ноутбуков 8GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 14; Модель процессора: 12700H; ОС Windows: не установлена; Обр",169999,508
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 11.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Инте",15499,509
"Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Pro 64; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС",109999,510
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 14""/1366x768 пикс./TN/Intel/Pentium Silver/Intel UHD Graphics 605/4 ГБ/128 ГБ/Windows 11 Домашняя S-режим; Количество ядер: 4; Кэш-память: 4 МБ; Модель процессора: N5030; ОС Window",19999,511
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Ин",17999,512
Важная особенность: Высокое разрешение Full HD; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена; Обратите внимание: Windows 10; Операционная система: Windows 10 Домашняя; Прои,17499,513
"Версия ОС: Endless OS; Графический контроллер: UHD Graphics; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.3 ГГц; Модель: A315-35; Модель процессора: N6000; ОС Windows: не установлена;",34999,514
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/Windows 10 Домашняя; Количество ядер: 6; Модель: G5 GD; Модель процессора: 11400H; ОС Window",85999,515
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип виде",15999,516
"Ноутбук; Производитель: Apple. Операционная система: MacOS Monterey; Диагональ экрана: 13.6""; Яркость: 500; Разрешение экрана: 2560x1664
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.49; Количество ядер: 8; Тип видеокарты: И",149990,517
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 13.9""(35.3 см); Диагональ/разрешение: 13.9""/3000х2000 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процессора: 1165G7; ОС Windows: установлен",99999,518
"Производитель: HP. Ноутбук HP ""Laptop 17-cp0004ny"" 60V14EA (Ryzen 7 5700U-1.80ГГц, 8ГБ, 512ГБ SSD, Radeon, WiFi, BT, WebCam, 17.3"" 1920x1080, W'11 H), черный",79079,519
Важная особенность: Вес меньше 1 кг; Количество ядер: 6; Кэш-память: 16 МБ; Модель: 13-be0069ur; Модель процессора: 5600U; ОС Windows: установлена; Обратите внимание: Цветопередача sRGB 100%; Операционная система: Windows 11 Домашняя 64; Пользователи оцен,65999,520
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Графический процессор ядер: 16; Диагональ/разрешение: 16.2""/3456x2234 пикс.; ЗД для отчета BI/BO: 16.2""/3456x2234 пикс./Apple/M1 Pro/16 ГБ/512 ГБ/macOS; Количество ядер: 10; Модель: MK1E3RU/A; Операцио",189999,521
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.3""; Яркость: 500; Разрешение экрана: 2560x1600
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Количество ядер: 8; Тип видеокарты: Интегрированная; Производитель вид",107999,522
"Версия ОС: 10 Home; Гарантия: 1 год; ЗД для отчета BI/BO: 14""/1920x1080 пикс./IPS/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/64 ГБ/Windows 10 Домашняя 64; Количество ядер: 2; Кэш-память: 4 МБ; Модель: EVE 14 C415; Модель процессора: N4020; ОС Windows: уста",17999,523
Графический контроллер: GeForce RTX 3050 Ti 4GB; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель: 82K1015TRK; Модель процессора: Intel Core i5-11300H; Объем видеопамяти: 4 ГБ; Операционная система: не установлена; Прои,89999,524
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./TN/AMD/Ryzen 5/Radeon Graphics/8 ГБ/256 ГБ/Windows 10 Pro 64; Количество ядер: 6; Кэш-память: 8 МБ; Модель процессора: 5500U; ОС Windows: установлена; Операци",45999,525
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 10210U; ОС Windows: установлена; Операц",54999,526
"Ноутбук; Производитель: Acer. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 4; Тип видеокарты: Интегрированная; Прои",34999,527
"Производитель: Lenovo. Ноутбук Lenovo ""IdeaPad 5 15ITL05"" 82FG00E4RK (Core i5 1135G7-2.40ГГц, 16ГБ, 512ГБ SSD, IrisXe, WiFi, BT, WebCam, 15.6"" 1920x1080, FreeDOS), серый",104988,528
"Производитель: ASUS. Ноутбук ASUS ""TUF Gaming F15 FX516PC-HN003"" 90NR05U1-M01690 (Core i5 11300H-3.10ГГц, 16ГБ, 512ГБ SSD, 4ГБ GFRTX3050, 1Гбит LAN, WiFi, BT, WebCam, 15.6"" 1920x1080, без ОС), черный",94036,529
"Игровой ноутбук; Производитель: Thunderobot. Операционная система: Windows 11 Профессиональная x64; Диагональ экрана: 17.3""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2; Количество ядер: 8;",109999,530
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./TN/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/1 ТБ/не установлена; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.6 ГГц; Модель процесс",24999,531
"Графический контроллер: Intel Iris Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель: MateBook; Модель процессора: i7-11370H; ОС W",104999,532
"Ноутбук; Производитель: Apple. Операционная система: MacOS Monterey; Диагональ экрана: 16.2""; Яркость: 1000; Разрешение экрана: 3456x2234
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.22; Количество ядер: 10; Тип видеокарты:",259990,533
"Ноутбук; Производитель: Haier. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.1; Количество ядер: 2; Тип видеокарты: Ин",31999,534
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 13.5""; Разрешение экрана: 3000x2000
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер:",19999,535
"Ноутбук; Производитель: Honor. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 2.1; Количество ядер: 6; Тип",69999,536
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.6""; Разрешение экрана: 2560x1664
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Количество ядер: 8; Объем оперативной памяти: 8
ГБ; Объем накопителя: 256; Тип оптич",101999,537
"Производитель: Acer. Ноутбук Acer ""Extensa 15 EX215-32-P0N2"" NX.EGNER.004 (Pentium N6000-1.10ГГц, 4ГБ, 128ГБ SSD, UHDG, 1Гбит LAN, WiFi, BT, WebCam, 15.6"" 1920x1080, без ОС), черный",32478,538
Важная особенность: Создан для игр; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 11300H; ОС Windows: не установлена; Обратите внимание: Технология быстрой зарядки; Операционная система: не установлена; П,99999,539
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Core i7/GeForce MX450 2ГБ/8 ГБ/512 ГБ/DOS; Количество ядер: 4; Кэш-память: 12 МБ; Модель процессора: 1165G7; ОС Windows: не установлена; Операционная",59899,540
"Ноутбук; Производитель: HUAWEI. Операционная система: Windows 11 Домашняя; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 2.1; Количество ядер: 6; Тип ви",54999,541
"Ноутбук; Производитель: Lenovo. Язык клавиатуры: Русский,Английский;",49999,542
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB287; Модель процессора: J3710; ОС Windows: у",18999,543
Важная особенность: Экран с яркостью 400 нит; Количество ядер: 6; Кэш-память: 8 МБ; Модель: 14-ec0046ur; Модель процессора: 5500U; ОС Windows: установлена; Обратите внимание: Технология HP Flicker Free; Операционная система: Windows 11 Домашняя 64; Пользо,54999,544
"Ноутбук; Производитель: Haier. Операционная система: Windows 11 Домашняя; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип ви",21999,545
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./TN/Intel/Core i3/Intel UHD Graphics/4 ГБ/1 ТБ/не установлена; Количество ядер: 2; Кэш-память: 4 МБ; Модель процессора: 10110U; ОС Windows: не установлена; Опе",29999,546
"Производитель: Lenovo. Ноутбук Lenovo ""IdeaPad 3 15ITL6"" 82H8024PRK (Core i5 1135G7-2.40ГГц, 8ГБ, 256ГБ SSD, IrisXe, WiFi, BT, WebCam, 15.6"" 1920x1080, FreeDOS), серый",62691,547
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Домашняя; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB268; Модель процессора: J3710; ОС Win",19999,548
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 17.3""/1600x900 пикс./TN/Intel/Core i7/Intel Iris Xe Graphics/8 ГБ/256 ГБ/Windows 10 Домашняя 64; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Моде",59999,549
"Производитель: Acer. Ноутбук Acer ""Extensa EX215-52-519Y"" NX.EG8ER.00E (Intel Core i5 1035G1-1.00ГГц, 8ГБ, 256ГБ SSD, UHDG, 1Гбит LAN, WiFi, BT, WebCam, 15.6"" 1920x1080, W'10 Pro), черный",71377,550
"Версия ОС: 10 Home; Графический контроллер: Intel HD Graphics 500; Диагональ/разрешение: 13.3""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.3 ГГц; Модель: NB70; Модель процессора: J3455; ОС Windows: установлена;",15999,551
"Игровой ноутбук; Производитель: Thunderobot. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.7; Количество ядер: 6; Тип",69999,552
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 14.2""/3120x2080 пикс./LTPS/Intel/Core i7/Intel Iris Xe Graphics/16 ГБ/1 ТБ/Windows 11; Количество ядер: 12; Кэш-память: 18 МБ; Максимальная тактовая частота: 4.7 ГГц; Модель процес",117999,553
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя в S-режиме; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.7; Количество ядер",34999,554
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 14.2""; Яркость: 1000; Разрешение экрана: 3024x1964
Пикс; Контрастность: 1000000:1; Производитель процессора: Apple; Количество ядер: 10; Тип видеокарты: Интегрированная; Произво",234999,555
"Графический контроллер: UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Операцио",39999,556
"Производитель: Lenovo. Ноутбук Lenovo ""ThinkBook 15 G2 ITL"" 20VEA0NBRU (Core i3 1115G4-3.00ГГц, 8ГБ, 256ГБ SSD, UHDG, WiFi, BT, WebCam, 15.6"" 1920x1080, FreeDOS), серый",63080,557
Важная особенность: Безрамочный 2.5К-экран; Количество ядер: 4; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.8 ГГц; Модель процессора: 11370H; ОС Windows: установлена; Обратите внимание: Процессор Intel Core i7-11370H; Операционная система: Windows,104999,558
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Инт",26999,559
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 10 Профессиональная x64; Диагональ экрана: 15.6""; Яркость: 250; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 2.1; К",45999,560
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16""/2520x1680 пикс./IPS/Intel/Core i9/Intel Iris Xe Graphics/16 ГБ/1 ТБ/Windows 11 Домашняя; Количество ядер: 14; Кэш-память: 24 МБ; Модель процессора: 12900H; ОС Windows: установл",114999,561
"Производитель: Lenovo. Ноутбук Lenovo ""ThinkBook 15 G2 ITL"" 20VE00U9RU (Core i5 1135G7-2.40ГГц, 16ГБ, 512ГБ SSD, IrisXe, 1Гбит LAN, WiFi, BT, WebCam, 15.6"" 1920x1080, W'11 Pro), серый",110653,562
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Тип матрицы: IPS; Производитель процессора: Apple; Количество ядер: 8; Тип видеокарты: Интегрированная; Производитель видеокарты: Apple; Модель видеокарты: Apple M2; Объем оперативной памяти: 8
Г",134999,563
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Интег",17999,564
"Ноутбук-трансформер; Производитель: Lenovo. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Глянцевая; Производитель процессора: Intel; Тактовая частота: 2; Количество яде",45999,565
