information,price,notebook_id
"Графический контроллер: Intel UHD Graphics 620; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 10110U; ОС Windows: установлена",44999,167
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 14.2""(36.1 см); Диагональ/разрешение: 14.2""/2520x1680 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11320H; ОС Windows: установлена",94999,168
Графический контроллер: GeForce GTX 1650 4GB Max-Q; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель: 911 Air D; Модель процессора: 11260H; ОС Windows: не установлена; Объем видеопамяти: 4 ГБ; Операционная система: не,59999,169
"Игровой ноутбук; Производитель: MSI. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 3.5; Количество ядер",121999,170
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3050 Ti для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.2 Г",77399,171
"Гарантия: 1 год; ЗД для отчета BI/BO: 11.6""/1366x768 пикс./IPS/Intel/Celeron/Intel HD Graphics/4 ГБ/64 ГБ/Windows 10 Pro; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.4 ГГц; Модель: NB122; Модель процессора: N3350; ОС Windows: ус",15999,172
"Ноутбук; Производитель: Honor. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4; Тип",54999,173
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Оп",59999,174
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС Win",99999,175
"Графический контроллер: Radeon RX 6700M 10GB; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 8; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 5800H; ОС Windows: установлена;",139999,176
"Версия ОС: Windows 10; Графический контроллер: Intel HD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель процессора: Intel Pentiu",19999,177
"Ноутбук; Производитель: Apple. Операционная система: MacOS Monterey; Диагональ экрана: 14.2""; Яркость: 1000; Разрешение экрана: 3024x1964
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.22; Количество ядер: 10; Тип видеокарты:",227990,178
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Pentium/Intel HD Graphics/4 ГБ/128 ГБ/Windows 10 Pro; Количество ядер: 4; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.64 ГГц; Модель: NB288; Модель процессора: J3710; ОС Windows: у",18999,179
"Графический контроллер: Intel HD Graphics 500; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.4 ГГц; Модель: NB256; Модель процессора: N3350; ОС Windows: уст",19999,180
"Версия ОС: Windows 11 Домашняя; Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 6 МБ; Максимальная тактовая частота: 3.6 ГГц; Модель процессора: 103",49999,181
"Ноутбук; Производитель: Haier. Операционная система: Windows 11 Домашняя; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип в",27999,182
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/Intel Iris Xe Graphics/8 ГБ/256 ГБ/Windows 11 Домашняя 64; Количество ядер: 4; Кэш-память: 8 МБ; Модель процессора: 1135G7; ОС Windows: уста",49999,183
"Важная особенность: Продуманная система охлаждения; Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16.1""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3050 Ti для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш",88999,184
"Ноутбук-трансформер; Производитель: Acer. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Глянцевая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество",45999,185
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Графический процессор ядер: 7; Диагональ экрана: 13.3""(33.8 см); Диагональ/разрешение: 13.3""/2560x1600 пикс.; ЗД для отчета BI/BO: 13.3""/2560x1600 пикс./IPS/Apple/M1/8 ГБ/256 ГБ/macOS; Количество ядер:",82999,186
Важная особенность: Тонкий и легкий; Количество ядер: 2; Кэш-память: 4 МБ; Модель: 15s-eq1436ur; Модель процессора: 3150U; ОС Windows: установлена; Обратите внимание: Дисплей Full HD; Операционная система: Windows 11 Домашняя 64; Пользователи оценят: HP F,34999,187
"Графический контроллер: GeForce GTX 1650 4GB Max-Q; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windows: установлена; Объем видеопамяти: 4 ГБ; Оп",69999,188
"Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./IPS/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/8 ГБ/256 ГБ/не установлена; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400H; ОС Windo",99999,189
"Графический контроллер: Intel UHD Graphics 600; Диагональ экрана: 14.1""(35.8 см); Диагональ/разрешение: 14.1""/1366x768 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена;",21999,190
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.3""; Яркость: 400; Разрешение экрана: 2560x1600
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.18; Количество ядер: 8; Тип видеокарты: Интегриров",89990,191
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Диагональ экрана: 13.3""(33.8 см); Диагональ/разрешение: 13.3""/2560x1600 пикс.; ЗД для отчета BI/BO: 13.3""/2560x1600 пикс./IPS/Apple/M2/8 ГБ/256 ГБ/macOS; Количество ядер: 8; Модель: MNEH3; Объем SSD: 2",109999,192
"Ноутбук; Производитель: HP. Операционная система: FreeDOS; Диагональ экрана: 16.1""; Яркость: 250; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель чипсета: AMD; Производитель процессора: AMD; Тактовая частота: 3.3;",89999,193
Важная особенность: НОУТБУК ДЛЯ РАБОТЫ И УЧЕБЫ; Количество ядер: 2; Кэш-память: 1 МБ; Модель: Prestigio SmartBook 141; Модель процессора: 9120e; ОС Windows: установлена; Обратите внимание: ОС Windows 10; Операционная система: Windows 10 Pro; Пользователи,24999,194
"Ноутбук; Производитель: HP. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.1; Количество ядер: 2; Тип видеокарты: Интегри",29999,195
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Celeron/UHD Graphics 600/4 ГБ/1 ТБ/Windows 11 Домашняя 64; Количество ядер: 2; Кэш-память: 4 МБ; Модель процессора: N4020; ОС Windows: установлена; Оп",24999,196
"Производитель: ASUS. Ноутбук ASUS ""VivoBook 15 K513EA-L12013W"" 90NB0SG2-M38550 (Core i5 1135G7-2.40ГГц, 8ГБ, 512ГБ SSD, IrisXe, WiFi, BT, WebCam, 15.6"", 1920x1080, W'11 H), серебр.",69300,197
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 11.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Инте",15999,198
"Графический контроллер: Radeon; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель: SF314-43; Модель процессора: 5500U; ОС Windows: установлена; Опе",51999,199
Важная особенность: Сертификат TÜV (фильтр синего света); Версия ОС: 11 Home 64bit; Количество ядер: 6; Кэш-память: 16 МБ; ОС Windows: установлена; Обратите внимание: 100% sRGB полноэкранный дисплей; Операционная система: Windows 11 Домашняя 64; Пользоват,79999,200
"Графический контроллер: GeForce RTX 3060 для ноутбуков 6GB; Диагональ/разрешение: 17.3""/1920x1080 пикс.; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 4800H; ОС Windows: установлена; Объем видеопамяти: 6",134999,201
"Ноутбук; Производитель: ASUS. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 2.9; Количество ядер: 8; Тип",94999,202
"Ноутбук; Производитель: HP. Операционная система: FreeDOS; Диагональ экрана: 16.1""; Соотношение сторон: 16:9; Яркость: 300; Разрешение экрана: 1920x1280
Пикс; Тип матрицы: IPS; Время отклика: 7; Производитель чипсета: AMD; Модель чипсета: SoC; Производите",154999,203
Важная особенность: НОУТБУК ДЛЯ РАБОТЫ И УЧЕБЫ; Количество ядер: 2; Кэш-память: 2 МБ; Модель: Prestigio SmartBook 141; Модель процессора: N3350; ОС Windows: установлена; Обратите внимание: ОС Windows 10; Операционная система: Windows 10 Домашняя; Пользова,24999,204
"Ноутбук; Производитель: HP. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.8; Количество ядер: 4; Тип видеокарты: Интегрированная; Произв",54999,205
"Производитель: Lenovo. Ноутбук Lenovo ""V15-IIL"" 82C50075RU (Core i5 1035G1-1.00ГГц, 8ГБ, 256ГБ SSD, UHDG, WiFi, BT, WebCam, 15.6"" 1920x1080, W'10 H), серый",67230,206
"Игровой ноутбук; Производитель: Haier. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: WVA; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.4; Количество ядер: 6; Тип видеок",79999,207
"Графический процессор ядер: 16; Диагональ экрана: 16.2""; Диагональ/разрешение: 16.2""/3456x2234 пикс.; ЖД для отчета BI/BO: 512 ГБ; Количество ядер: 10; Модель: MK183RU/A; Объем SSD: 512 ГБ; Оперативная память (RAM): 16 ГБ; Операционная система: macOS; Под",199999,208
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Диагональ экрана: 13.3""(33.8 см); Диагональ/разрешение: 13.3""/2560x1600 пикс.; ЗД для отчета BI/BO: 13.3""/2560x1600 пикс./IPS/Apple/M2/8 ГБ/512 ГБ/macOS; Количество ядер: 8; Модель: MNEJ3; Объем SSD: 5",129999,209
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.3""; Яркость: 500; Разрешение экрана: 2560x1600
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.49; Количество ядер: 8; Тип видеокарты: Интегриров",119990,210
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.2; Количество ядер: 6;",79999,211
"Ноутбук; Производитель: Acer. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Интегрированная; Производи",25999,212
"Ноутбук; Производитель: ASUS. Операционная система: Windows 11 Домашняя; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип вид",29999,213
"Ноутбук; Производитель: Acer. Операционная система: Windows 11 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.4; Количество ядер: 4; Тип виде",49999,214
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Диагональ экрана: 13.3""; Яркость: 500; Разрешение экрана: 2560x1600
Пикс; Тип матрицы: IPS; Производитель процессора: Apple; Тактовая частота: 3.2; Количество ядер: 8; Тип видеокарты: Интегрирова",104999,215
"Ноутбук; Производитель: Honor. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 16.1""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: AMD; Тактовая частота: 3.3; Количество ядер: 6; Тип",79999,216
"Игровой ноутбук; Производитель: MSI. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.7; Количество ядер: 6; Тип видеокар",99999,217
"Важная особенность: Экран с соотношением сторон 16:10; Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16""/2560x1600 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/1 ТБ/не установлена; Модель: 16ACH6H; Обратите в",159999,218
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.4 ГГц; Модель: R465JA-EK1430W; Модель процессора: 1005G1; ОС Wind",39999,219
"Ноутбук; Производитель: Haier. Операционная система: Windows 11 Домашняя; Диагональ экрана: 14.1""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип ви",21999,220
Важная особенность: Инновационная система охлаждения; Версия ОС: 10 Home; Количество ядер: 4; Кэш-память: 8 МБ; Модель: BDR-WFH9HN; Модель процессора: 1135G7; ОС Windows: установлена; Обратите внимание: Прочный металлический корпус; Операционная система:,64999,221
"Производитель: Lenovo. Ноутбук Lenovo ""IdeaPad 3 Gaming 15ACH6"" 82K2002GRK (Ryzen 7 5800H-3.20ГГц, 16ГБ, 512ГБ SSD, 6ГБ GFRTX3060, WiFi, BT, WebCam, 15.6"" 1920x1080, FreeDOS), черный",134384,222
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3050 Ti для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 8; Модель процессора: 11800H; ОС Windows: не установлена",94999,223
"Ноутбук; Производитель: Honor. Операционная система: Windows 10 Домашняя x64; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4; Т",62999,224
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш-память: 16 МБ; Максимальная тактовая частота: 4.5 ГГц;",109999,225
"Версия ОС: Windows 10 Home; Графический контроллер: Radeon; Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4 ГГц; Модель процессора: 4500U; ОС Windows: установлена; Операционная система: Win",69999,226
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/Intel Iris Xe Graphics/16 ГБ/512 ГБ/Windows 11 Pro 64; Количество ядер: 10; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.7 ГГц; Модел",114999,227
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 15.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4;",18999,228
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер: 4; Тип видеокарты",19999,229
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Интегрированна",15999,230
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 11.6""/1366x768 пикс./TN/Intel/Celeron/Intel UHD Graphics 600/4 ГБ/128 ГБ/Windows 11 Домашняя S-режим; Количество ядер: 2; Кэш-память: 4 МБ; Модель процессора: N4020; ОС Windows: ус",19999,231
"Гарантия: 1 год; Гарантия предоставляется: продавцом; Графический процессор ядер: 8; Диагональ/разрешение: 13.6""/2560x1664 пикс.; ЗД для отчета BI/BO: 13.6""/2560x1664 пикс./IPS/Apple/M2/8 ГБ/256 ГБ/macOS; Количество ядер: 8; Модель: MLY13; Объем SSD: 256",109999,232
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/Intel Iris Xe Graphics/8 ГБ/512 ГБ/не установлена; Количество ядер: 10; Кэш-память: 12 МБ; Модель: 6K3C5EA; Модель процессора: 1235U; ОС Win",49999,233
"Ноутбук; Производитель: Digma. Операционная система: Windows 11; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 4; Тип видеокарты",29999,234
"Графический контроллер: Radeon Vega 5; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 6; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 4500U; ОС Windows: установлена; Обратите вни",59999,235
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя x64; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип",25999,236
"Важная особенность: Продуманная система охлаждения; Гарантия: 1 год; ЗД для отчета BI/BO: 16.1""/1920x1080 пикс./IPS/AMD/Ryzen 5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 6; Кэш-память: 16 МБ; Модель: 16-e0151ur; ОС W",79999,237
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 16""/2520x1680 пикс./IPS/Intel/Core i7/Intel Iris Xe Graphics/16 ГБ/1 ТБ/Windows 11 Домашняя; Количество ядер: 14; Кэш-память: 24 МБ; Модель процессора: 12700H; ОС Windows: установл",105999,238
"Ноутбук; Производитель: Apple. Операционная система: MacOS; Тип матрицы: IPS; Производитель процессора: Apple; Количество ядер: 8; Тип видеокарты: Интегрированная; Производитель видеокарты: Apple; Модель видеокарты: Apple M2; Объем оперативной памяти: 8
Г",109999,239
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 14""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.1; Количество ядер: 2; Тип видеокарты: Инте",29999,240
"Графический контроллер: Radeon Vega; Диагональ экрана: 14""(35.5 см); Диагональ/разрешение: 14""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.8 ГГц; Модель процессора: 5300U; ОС Windows: установлена; Операционная с",49999,241
"Игровой ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 15.6""; Соотношение сторон: 16:9; Яркость: 300; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель чипсета: Intel; Модель чипсета:",99999,242
"Важная особенность: Впечатляющий дизайн; Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/GeForce GTX 1650 Ti 4GB/8 ГБ/512 ГБ/Windows 10 Домашняя 64; Обратите внимание: Новый уровень график",64999,243
"Ноутбук; Производитель: Lenovo. Операционная система: Windows 11 Домашняя в S-режиме; Диагональ экрана: 11.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер",24999,244
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 13.5""; Разрешение экрана: 3000x2000
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.6; Количество ядер:",17999,245
"Ноутбук; Производитель: Acer. Операционная система: Endless OS; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2.8; Количество ядер: 4; Тип видеокарты: Дискретная; Произ",64999,246
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1366x768 пикс./TN/Intel/Core i3/Intel UHD Graphics/4 ГБ/1 ТБ/не установлена; Количество ядер: 2; Кэш-память: 4 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора:",29999,247
"Игровой ноутбук; Производитель: MSI. Операционная система: Windows 11; Диагональ экрана: 17.3""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: IPS-level; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 2; Количество ядер: 8; Тип",89999,248
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 2; Кэш-память: 6 МБ; Максимальная тактовая частота: 4.1 ГГц; Модель процессора: 1115G4; ОС Windows: установлена; Оп",42999,249
"Гарантия: 1 год; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Домашняя 64; Количество ядер: 6; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.5 ГГц; Модель процессора: 11400Н;",109999,250
"Графический контроллер: Intel Iris Xe Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена",74999,251
"Графический контроллер: Intel UHD Graphics; Диагональ экрана: 15.6""(39.6 см); Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 8 МБ; Максимальная тактовая частота: 4.2 ГГц; Модель процессора: 1135G7; ОС Windows: установлена; Оп",55999,252
"Важная особенность: IPS экран; Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./IPS/Intel/Core i7/GeForce RTX 3070 Ti для ноутбуков 8GB/16 ГБ/512 ГБ/не установлена; Количество ядер: 14; Модель процессора: 12700H; ОС Windows: не установлена; Обр",169999,253
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Профессиональная; Диагональ экрана: 11.6""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Инте",15499,254
"Гарантия: 1 год; ЗД для отчета BI/BO: 17.3""/1920x1080 пикс./AHVA/Intel/Core i5/GeForce RTX 3060 для ноутбуков 6GB/16 ГБ/512 ГБ/Windows 11 Pro 64; Количество ядер: 8; Кэш-память: 12 МБ; Максимальная тактовая частота: 4.4 ГГц; Модель процессора: 12450H; ОС",109999,255
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 14""/1366x768 пикс./TN/Intel/Pentium Silver/Intel UHD Graphics 605/4 ГБ/128 ГБ/Windows 11 Домашняя S-режим; Количество ядер: 4; Кэш-память: 4 МБ; Модель процессора: N5030; ОС Window",19999,256
"Ноутбук; Производитель: Lenovo. Операционная система: Без ОС; Диагональ экрана: 15.6""; Разрешение экрана: 1920x1080
Пикс; Тип матрицы: TN; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип видеокарты: Ин",17999,257
Важная особенность: Высокое разрешение Full HD; Количество ядер: 2; Кэш-память: 2 МБ; Максимальная тактовая частота: 2.8 ГГц; Модель процессора: N4020; ОС Windows: установлена; Обратите внимание: Windows 10; Операционная система: Windows 10 Домашняя; Прои,17499,258
"Версия ОС: Endless OS; Графический контроллер: UHD Graphics; Диагональ/разрешение: 15.6""/1920x1080 пикс.; Количество ядер: 4; Кэш-память: 4 МБ; Максимальная тактовая частота: 3.3 ГГц; Модель: A315-35; Модель процессора: N6000; ОС Windows: не установлена;",34999,259
"Гарантия: 1 год; Гарантия предоставляется: продавцом; ЗД для отчета BI/BO: 15.6""/1920x1080 пикс./IPS/Intel/Core i5/GeForce RTX 3050 для ноутбуков 4GB/16 ГБ/512 ГБ/Windows 10 Домашняя; Количество ядер: 6; Модель: G5 GD; Модель процессора: 11400H; ОС Window",85999,260
"Ноутбук; Производитель: Irbis. Операционная система: Windows 10 Домашняя; Диагональ экрана: 14""; Разрешение экрана: 1366x768
Пикс; Тип матрицы: IPS; Поверхность: Матовая; Производитель процессора: Intel; Тактовая частота: 1.1; Количество ядер: 2; Тип виде",15999,261
